SCENE_ID,START_TIME,END_TIME,DURATION,NARRATION,VISUAL_TYPE,VISUAL_DESCRIPTION,CAMERA,LENS_PERSPECTIVE,MOVEMENT,LIGHTING,COMPOSITION,ON_SCREEN_TEXT,SOURCE,ASSET_STATUS,TRANSITION,SOUND,PURPOSE,AS_BUILT_SHOTS,AS_BUILT_SOUND,CAMERA_METADATA_STATUS,VISUAL_ARGUMENT_LINK
S042,00:05:45.033,00:05:54.033,9.000000,"được chuyển thành vật liệu, thông số, tiêu chuẩn và thủ tục. Đây là lời giải thích, không phải định nghĩa mã kỹ thuật như một đoạn mã máy tính.",V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Cho người xem thấy căn cứ chữ của định nghĩa. Asset: S042_source_card.png.,Document close-up,Flat scan,Slow vertical pan,"Warm paper, amber underline","Trang nguồn 80%, citation lower-left","Andrew Feenberg, “Subversive Rationalization”, PDF tr. 13; trang in 313",assets/v11_source_cards_r6/S042_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Pencil underline; voice isolated,Cho người xem thấy căn cứ chữ của định nghĩa.,V11 plan: assets/v11_source_cards_r6/S042_source_card.png,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho người xem thấy căn cứ chữ của định nghĩa.
S043,00:05:54.033,00:05:59.466,5.433333,Feenberg minh họa bằng quy định an toàn nồi hơi tàu thủy ở Hoa Kỳ.,V11 · MINH HỌA FLOW–VEO,Chuỗi hình V11 khớp trực tiếp luận điểm: Đặt micro-case trong bối cảnh vật chất mà không giả làm tư liệu. Asset: S043_boiler_reconstruction_1080p.mp4.,Wide establishing,"35 mm, eye-level",Slow dolly vào xưởng,"Window shafts, warm furnace, natural soot","Boiler lớn ở 2/3 phải, người nhỏ để thấy tỷ lệ",MINH HỌA BẰNG AI · CASE QUY CHUẨN NỒI HƠI,assets/flow_selected/S043_boiler_reconstruction_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Steam hiss, distant hammer; music period-neutral",Đặt micro-case trong bối cảnh vật chất mà không giả làm tư liệu.,V11 plan: assets/flow_selected/S043_boiler_reconstruction_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; steam @ 339.133s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đặt micro-case trong bối cảnh vật chất mà không giả làm tư liệu.
S044,00:05:59.467,00:06:04.067,4.600000,"Ban đầu, an toàn và chi phí là vấn đề tranh chấp xã hội và chính trị.",V11 · MINH HỌA FLOW–VEO,Chuỗi hình V11 khớp trực tiếp luận điểm: Cho thấy tham số kỹ thuật từng là phán đoán xã hội đang tranh chấp. Asset: S043_boiler_reconstruction_1080p.mp4.,Two-shot across workbench,50 mm,Subtle lateral drift,"Warm practical, face detail tự nhiên","Hai người hai phía, mẫu vật giữa như đối tượng tranh chấp",AN TOÀN ↔ CHI PHÍ,assets/flow_v8_odoo/S043_boiler_reconstruction_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Hammer stops; room tone tense,Cho thấy tham số kỹ thuật từng là phán đoán xã hội đang tranh chấp.,V11 plan: assets/flow_v8_odoo/S043_boiler_reconstruction_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; steam @ 344.567s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho thấy tham số kỹ thuật từng là phán đoán xã hội đang tranh chấp.
S045,00:06:04.067,00:06:16.767,12.700000,"Khi quy chuẩn ổn định, độ dày thành nồi hay van an toàn không còn là một lời khuyên đạo đức gắn thêm bên ngoài. Chúng trở thành bộ phận của một nồi hơi được công nhận là đúng chuẩn. Điểm triết học là:",V11 · MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Vật chất hóa việc giá trị an toàn đi vào cấu trúc. Asset: V9_021.mp4, V9_023.mp4.",Macro inserts,100 mm macro,Slider 10 cm theo thước rồi match cut van,Raking warm metal light,"Texture thép, rivet và van đầy khung",PHÁN ĐOÁN AN TOÀN → THAM SỐ THIẾT KẾ,assets/flow_v9_raw/V9_021.mp4 | assets/flow_v9_raw/V9_023.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Caliper click; valve seat thud,Vật chất hóa việc giá trị an toàn đi vào cấu trúc.,V11 plan: assets/flow_v9_raw/V9_021.mp4 | assets/flow_v9_raw/V9_023.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Vật chất hóa việc giá trị an toàn đi vào cấu trúc.
S046,00:06:16.767,00:06:25.034,8.266667,"phán đoán xã hội về an toàn có thể trở thành cấu trúc kỹ thuật. Khi quá trình hoàn tất, lịch sử tranh chấp dễ biến mất;",V11 · MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Giải thích cơ chế, không chỉ kể lịch sử. Asset: V9_024.mp4.",Technical cutaway,50 mm isometric,Slow cross-section rotation,"Dark technical studio, amber only on path","Cause left, device center, protected human silhouette right",GIÁ TRỊ XÃ HỘI → MÃ KỸ THUẬT → VẬT THỂ,assets/flow_v9_raw/V9_024.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Controlled pressure release,"Giải thích cơ chế, không chỉ kể lịch sử.",V11 plan: assets/flow_v9_raw/V9_024.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; servo @ 361.867s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Giải thích cơ chế, không chỉ kể lịch sử."
S047,00:06:25.033,00:06:32.633,7.600000,"kết quả ổn định trông như tất yếu thuần kỹ thuật. “Mở hộp đen” vì thế không phải nghi ngờ mọi kỹ sư, mà là phục hồi những lựa",V11 · MINH HỌA FLOW–VEO,Chuỗi hình V11 khớp trực tiếp luận điểm: Cho thấy vì sao giá trị được mã hóa lại trông như thuần kỹ thuật. Asset: V9_019.mp4.,Slow tableau,50 mm,Pull focus from shadows to object,"Shadows fade, neutral key remains","Vật thể trung tâm, lịch sử ở hậu cảnh tan","KHI MÃ ỔN ĐỊNH, LỊCH SỬ BỊ QUÊN",assets/flow_v9_raw/V9_019.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Muffled debate recedes; single metal tone,Cho thấy vì sao giá trị được mã hóa lại trông như thuần kỹ thuật.,V11 plan: assets/flow_v9_raw/V9_019.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; steam @ 370.133s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho thấy vì sao giá trị được mã hóa lại trông như thuần kỹ thuật.
S048,00:06:32.633,00:06:41.933,9.300000,chọn và quan hệ quyền lực đã bị kết quả kỹ thuật che khuất. Feenberg mô tả quan hệ xã hội và kỹ thuật được “cô đọng” trong thiết bị.,V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Khóa phép diễn giải ‘cô đọng’ bằng câu nguồn. Asset: S048_source_card.png.,Document macro,Flat scan,Slow push 2%,"Warm paper, teal/amber dual underline","Câu nguồn ở center third, citation rõ","QUAN HỆ XÃ HỘI + KỸ THUẬT “CÔ ĐỌNG” TRONG THIẾT BỊ | Feenberg, PDF tr. 24",assets/v11_source_cards_r6/S048_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Pencil and paper bed,Khóa phép diễn giải ‘cô đọng’ bằng câu nguồn.,V11 plan: assets/v11_source_cards_r6/S048_source_card.png,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Khóa phép diễn giải ‘cô đọng’ bằng câu nguồn.
S049,00:06:41.933,00:06:47.100,5.166667,Giá trị có thể trở thành một phần của điều được công nhận là thiết kế tốt và hợp lệ.,V11 · FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Thể hiện giá trị nội tại hóa, không phải lớp trang trí đạo đức. Asset: mixkit_921_1080.mp4.",Exploded-to-assembled 3D,50 mm,Assembly move có quán tính thật,"Amber/teal internal, exterior neutral",Exploded parts xếp theo chiều sâu,GIÁ TRỊ KHÔNG CHỈ ‘GẮN THÊM’,assets/v11_real/mixkit/mixkit_921_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Part clicks; no epic riser,"Thể hiện giá trị nội tại hóa, không phải lớp trang trí đạo đức.",V11 plan: assets/v11_real/mixkit/mixkit_921_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Thể hiện giá trị nội tại hóa, không phải lớp trang trí đạo đức."
S050,00:06:47.100,00:06:49.467,2.366667,Các giá trị không được đại diện ngang nhau.,V11 · MINH HỌA FLOW–VEO,Chuỗi hình V11 khớp trực tiếp luận điểm: Dùng vắng mặt để nói về lợi ích chưa được đại diện. Asset: S050_flow_1080p.mp4.,POV from absent seat,"50 mm, low seated height",Very slow push toward table,Studio tungsten; foreground half-shadow,Ghế trống chiếm 1/3; team ở background,AI CÓ MẶT TRONG MẠNG LƯỚI THIẾT KẾ?,assets/flow_selected/S050_flow_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Room tone; chair creak without person,Dùng vắng mặt để nói về lợi ích chưa được đại diện.,V11 plan: assets/flow_selected/S050_flow_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Dùng vắng mặt để nói về lợi ích chưa được đại diện.
S051,00:06:49.467,00:07:01.700,12.233333,"Nhóm ngoài mạng lưới thiết kế ban đầu có thể gánh hậu quả mà chỉ số chính không nhìn thấy; nhu cầu của họ dễ bị coi là “phi kỹ thuật”. Nhưng khi nhu cầu ấy được chuyển thành tiêu chí kiểm thử, yêu cầu tiếp cận,",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Làm rõ khoảng mù của hiệu quả định nghĩa hẹp. Asset: mixkit_8739_1080.mp4, MG38_excluded_interest.mp4.",Long-lens compression,85 mm,Rack focus dashboard to people,Cool dashboard vs warm human space,Chỉ số và hậu quả ở hai plane cùng khung,CHỈ SỐ ĐẠT · NHU CẦU VẪN BỊ LOẠI TRỪ,assets/v11_real/mixkit/mixkit_8739_1080.mp4 | assets/v11_graphics/MG38_excluded_interest.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Success ping distorted, then quiet room tone",Làm rõ khoảng mù của hiệu quả định nghĩa hẹp.,V11 plan: assets/v11_real/mixkit/mixkit_8739_1080.mp4 | assets/v11_graphics/MG38_excluded_interest.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Làm rõ khoảng mù của hiệu quả định nghĩa hẹp.
S052,00:07:01.700,00:07:29.333,27.633333,"ngưỡng an toàn hoặc quy trình kháng nghị, nó đã trở thành một phần của bài toán kỹ thuật. Feenberg bác lựa chọn tất yếu giữa giá trị và hiệu quả. Thiết kế không phải lúc nào cũng là trò chơi tổng bằng không: một cấu trúc mới có thể đáp ứng nhiều chức năng và đòi hỏi xã hội. Vấn đề là ai có cơ hội biến nhu cầu bị bỏ quên thành vấn đề thiết kế hợp lệ.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Chuyển từ technical code sang câu hỏi tham gia. Asset: S073_adaptive_computer_1080p.mp4, V9_010.mp4, mixkit_29993_1080.mp4, MG20_value_to_parameter.mp4, MG41_value_specification.mp4.",Top-down then eye-level,50 mm,Overhead rotation rồi to low reveal,"Teal enters amber system, no red triumph",Ba variables hội tụ vào một cấu trúc,THIẾT KẾ ≠ TRÒ CHƠI TỔNG BẰNG KHÔNG,assets/flow_v8_odoo/S073_adaptive_computer_1080p.mp4 | assets/flow_v9_raw/V9_010.mp4 | assets/v11_real/mixkit/mixkit_29993_1080.mp4 | assets/v11_graphics/MG20_value_to_parameter.mp4 | assets/v11_graphics/MG41_value_specification.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Three tones resolve; theme grows; nhịp thở hình/nhạc 4.0s, không kéo chậm giọng",Chuyển từ technical code sang câu hỏi tham gia.,V11 plan: assets/flow_v8_odoo/S073_adaptive_computer_1080p.mp4 | assets/flow_v9_raw/V9_010.mp4 | assets/v11_real/mixkit/mixkit_29993_1080.mp4 | assets/v11_graphics/MG20_value_to_parameter.mp4 | assets/v11_graphics/MG41_value_specification.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Chuyển từ technical code sang câu hỏi tham gia.
S053,00:07:29.333,00:07:32.633,3.300000,Vậy dân chủ hóa công nghệ nghĩa là gì? Feenberg nói rõ:,V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Đặt lại câu hỏi sau khi đã hiểu mã kỹ thuật. Asset: MG13_democratization_title.mp4.,Hero wide-to-medium,35 mm,Slow push toward access port,"Obsidian, amber aperture, teal hands","Hộp giữa, tay ở viền không chồng lấn",CHƯƠNG IV · DÂN CHỦ HÓA CÔNG NGHỆ LÀ GÌ?,assets/v11_graphics/MG13_democratization_title.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Question sting; ambience minimal,Đặt lại câu hỏi sau khi đã hiểu mã kỹ thuật.,V11 plan: assets/v11_graphics/MG13_democratization_title.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đặt lại câu hỏi sau khi đã hiểu mã kỹ thuật.
S054,00:07:32.633,00:07:42.533,9.900000,không hợp lý nếu tổ chức bầu cử giữa các thiết bị hay bản thiết kế. Ta cũng không được đồng nhất dân chủ hóa với “ai cũng được dùng công nghệ”.,V11 · ĐỒ HỌA GIẢI THÍCH,"Chuỗi hình V11 khớp trực tiếp luận điểm: Bác trực tiếp cách hiểu sai mà không biến thành meme. Asset: MG28_democracy_not_access.mp4, MG13_democratization_title.mp4.",Satirical restrained tableau,50 mm,Lateral move away from ballot,"Neutral public-hall light, không hoạt họa vui","Hòm phiếu nhỏ, bàn thiết kế lớn dần",KHÔNG PHẢI BỎ PHIẾU GIỮA CÁC THIẾT BỊ,assets/v11_graphics/MG28_democracy_not_access.mp4 | assets/v11_graphics/MG13_democratization_title.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Ballot paper slip, subdued cross",Bác trực tiếp cách hiểu sai mà không biến thành meme.,V11 plan: assets/v11_graphics/MG28_democracy_not_access.mp4 | assets/v11_graphics/MG13_democratization_title.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Bác trực tiếp cách hiểu sai mà không biến thành meme.
S055,00:07:42.533,00:08:01.300,18.766667,"Quyền truy cập có thể quan trọng, nhưng chưa trả lời ai định nghĩa vấn đề, ai đặt tiêu chuẩn và phản hồi có thể thay đổi điều gì. Một nền tảng có hàng triệu người dùng vẫn có thể được thiết kế và quản trị theo cách tiếng nói của họ không đi tới bất kỳ quyết định có hiệu lực nào.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Bảo vệ định nghĩa khỏi khẩu hiệu phổ cập. Asset: mixkit_4401_1080.mp4, MG34_access_at_scale.mp4.",Architectural split diagram,35 mm,Crane revealing hidden room,"Daylight access area, dark decision room","Nhiều người dưới, quyết định trên",QUYỀN TRUY CẬP ≠ QUYỀN THAM GIA QUYẾT ĐỊNH,assets/v11_real/mixkit/mixkit_4401_1080.mp4 | assets/v11_graphics/MG34_access_at_scale.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Door chime then muted glass thud,Bảo vệ định nghĩa khỏi khẩu hiệu phổ cập.,V11 plan: assets/v11_real/mixkit/mixkit_4401_1080.mp4 | assets/v11_graphics/MG34_access_at_scale.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Bảo vệ định nghĩa khỏi khẩu hiệu phổ cập.
S056,00:08:01.300,00:08:08.933,7.633333,"Trọng tâm ở đây không chỉ là quyền pháp lý, mà là sáng kiến và sự tham gia. Từ kinh nghiệm sống bên trong một hệ thống",V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Cung cấp bằng chứng trực tiếp cho định nghĩa cốt lõi. Asset: S056_source_card.png.,Document close-up,Flat scan,Slow push on exact lines,"Warm paper; initiative amber, participation teal",Không crop mất tiêu đề trang; citation dưới,"SÁNG KIẾN + SỰ THAM GIA | Feenberg, 1992, PDF tr. 18; trang in 318",assets/v11_source_cards_r6/S056_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Pencil underline, voice dry",Cung cấp bằng chứng trực tiếp cho định nghĩa cốt lõi.,V11 plan: assets/v11_source_cards_r6/S056_source_card.png,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cung cấp bằng chứng trực tiếp cho định nghĩa cốt lõi.
S057,00:08:08.933,00:08:22.733,13.800000,"kỹ thuật, con người có thể phản đối, chiếm dụng, tổ chức tập thể và buộc bối cảnh bị bỏ quên phải được nhìn nhận. Feenberg gọi hướng đi này là “subversive rationalization” — có thể hiểu là một kiểu hợp lý hóa mang tính cải biến;",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Chuyển khái niệm participation thành chuỗi hành động có cơ chế. Asset: V9_027.mp4, V9_004.mp4, MG31_participation_chain.mp4.",Four-shot match-action,50 mm,Hand movement match cuts,"Natural mixed environments, palette thống nhất","Tay/ánh mắt là chủ thể, không đám đông stock",PHẢN ĐỐI · CHIẾM DỤNG · TỔ CHỨC · CAN THIỆP,assets/flow_v9_raw/V9_027.mp4 | assets/flow_v9_raw/V9_004.mp4 | assets/v11_graphics/MG31_participation_chain.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Pencil, keyboard, room murmur, module click",Chuyển khái niệm participation thành chuỗi hành động có cơ chế.,V11 plan: assets/flow_v9_raw/V9_027.mp4 | assets/flow_v9_raw/V9_004.mp4 | assets/v11_graphics/MG31_participation_chain.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Chuyển khái niệm participation thành chuỗi hành động có cơ chế.
S058,00:08:22.733,00:08:38.066,15.333333,"về sau, ông dùng tên “democratic rationalization”, tức hợp lý hóa dân chủ. Cốt lõi không phải phủ nhận lý tính hay hiệu quả, mà mở rộng lý tính công nghệ để nội tại hóa những con người, chi phí và bối cảnh từng bị đặt ngoài khung.",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Giữ đúng lịch sử thuật ngữ và nguồn thư mục. Asset: MG14_democratic_rationalization.mp4, S034_scheduling_options_alt_1080p.mp4.",Top-down archival desk,50 mm,Slow slider left-to-right,"Warm paper, amber year markers","Hai title song song, bibliographic note nhỏ",1992 · SUBVERSIVE RATIONALIZATION → 2003 · DEMOCRATIC RATIONALIZATION,assets/v11_graphics/MG14_democratic_rationalization.mp4 | assets/flow_v8_namthanguit/S034_scheduling_options_alt_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Soft page flip; theme motif,Giữ đúng lịch sử thuật ngữ và nguồn thư mục.,V11 plan: assets/v11_graphics/MG14_democratic_rationalization.mp4 | assets/flow_v8_namthanguit/S034_scheduling_options_alt_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Giữ đúng lịch sử thuật ngữ và nguồn thư mục.
S059,00:08:38.067,00:08:50.634,12.566667,"Sự tham gia phải có hiệu lực. Biểu mẫu góp ý sau khi quyết định đã khóa, hoặc hội thảo không có đường dẫn tới sửa thiết kế, chưa đủ để gọi là dân chủ hóa. Một quá trình tham gia có hiệu lực cần diễn ra khi",V11 · ĐỒ HỌA GIẢI THÍCH,"Chuỗi hình V11 khớp trực tiếp luận điểm: Nêu diễn giải riêng, tránh gán trực tiếp công thức cho Feenberg. Asset: MG37_effective_window.mp4, MG15_effective_feedback.mp4.",Conceptual wide,35 mm,Pull-back revealing context,"Amber core, teal contexts, natural textures","Metric nhỏ ở center, human/nature surround",DIỄN GIẢI CỦA NHÓM 14 · MỞ RỘNG KHUNG HỢP LÝ,assets/v11_graphics/MG37_effective_window.mp4 | assets/v11_graphics/MG15_effective_feedback.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Harmonic widening, no triumph","Nêu diễn giải riêng, tránh gán trực tiếp công thức cho Feenberg.",V11 plan: assets/v11_graphics/MG37_effective_window.mp4 | assets/v11_graphics/MG15_effective_feedback.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Nêu diễn giải riêng, tránh gán trực tiếp công thức cho Feenberg."
S060,00:08:50.633,00:08:59.700,9.066667,"phương án còn có thể thay đổi, cung cấp thông tin đủ để phản biện, và có cơ chế biến phản hồi thành sửa đổi có thể kiểm tra.",V11 · FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Phân biệt tham vấn tượng trưng với tham gia hiệu lực. Asset: V9_036.mp4, mixkit_42666_1080.mp4.",Side-on mechanism,50 mm,Track with feedback card then stop,Dark neutral; red chỉ tại dead-end,Feedback path chiếm ngang khung,PHẢN HỒI KHÔNG CÓ ĐƯỜNG ĐẾN QUYẾT ĐỊNH,assets/flow_v9_raw/V9_036.mp4 | assets/v11_real/mixkit/mixkit_42666_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Paper slide, muted impact",Phân biệt tham vấn tượng trưng với tham gia hiệu lực.,V11 plan: assets/flow_v9_raw/V9_036.mp4 | assets/v11_real/mixkit/mixkit_42666_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Phân biệt tham vấn tượng trưng với tham gia hiệu lực.
S061,00:08:59.700,00:09:04.200,4.500000,"Dân chủ hóa không phủ nhận chuyên môn, không biến mọi sở thích thành yêu cầu kỹ thuật, và cũng",V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Cho thấy hình thức tham gia có thể rỗng. Asset: MG15_effective_feedback.mp4.,Observational wide,50 mm,Slow arc revealing locked prototype,"Meeting daylight, glass highlight cold","Người nói ở foreground, prototype sau kính",ĐƯỢC NGHE ≠ CÓ THỂ TÁC ĐỘNG THIẾT KẾ,assets/v11_graphics/MG15_effective_feedback.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Room murmur ducked; pen stops,Cho thấy hình thức tham gia có thể rỗng.,V11 plan: assets/v11_graphics/MG15_effective_feedback.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho thấy hình thức tham gia có thể rỗng.
S062,00:09:04.200,00:09:09.800,5.600000,không giả định mọi bên có quyền lực ngang nhau. Chuyên gia hiểu những ràng buộc chuyên môn;,V11 · FOOTAGE QUAY THẬT,Chuỗi hình V11 khớp trực tiếp luận điểm: Đưa tiêu chí kiểm tra participation thành cấu trúc nhớ được. Asset: mixkit_4648_1080.mp4.,Top-down mechanical map,35 mm orthographic,Circular crane + one module move,Teal path on obsidian; amber decision core,"Vòng kín dễ đọc, không icon dày",AI? · KHI NÀO? · THÔNG TIN GÌ? · QUYỀN PHẢN BIỆN? · ĐỔI BẰNG CƠ CHẾ NÀO?,assets/v11_real/mixkit/mixkit_4648_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Five soft ticks; final mechanical shift,Đưa tiêu chí kiểm tra participation thành cấu trúc nhớ được.,V11 plan: assets/v11_real/mixkit/mixkit_4648_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đưa tiêu chí kiểm tra participation thành cấu trúc nhớ được.
